DCid	species	factor	factor_type	GSM	GSE	cellLine	CellType	Tissue	res_path	res_size	narrowPeak	peakXls	bigwig	summit	RP	X5foldPeakRP	json	bam	TreatOrControlReplicates	ReadLength	FastQC	RawReadsNumber	UniquelyMappedReadsNumber	UniquelyMappedRatio	PBC	FRiP	PeaksNumber	PeaksFoldChange..10	PeaksFoldChange..20	FragmentSize	ChIPReplicatesPairwiseLabels	ReplicatesOverlapRatio	ReplicatesWigCorrelation	MergedPeaksNumber	MergedPeaksFoldChange..10	MergedPeaksFoldChange..20	MergedPeaksPromoterPercentage	MergedPeaksExonPercentage	MergedPeaksIntronPercentage	MergedPeaksIntergenicPercentage	MergedPeaksUnionDHSRatio
63214	Homo_sapiens	DNase	ca	ENCSR294XUZ_1	ENCSR294XUZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214/63214_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214/63214_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214/63214_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214/63214_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214/attic/63214_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214/attic/63214_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63214/attic/json	NA	ENCSR294XUZ_1_treat_rep1	50	39	29817202	15	0	0.778	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63215	Homo_sapiens	DNase	ca	ENCSR294XUZ_2	ENCSR294XUZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215/63215_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215/63215_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215/63215_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215/63215_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215/attic/63215_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215/attic/63215_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63215/attic/json	NA	ENCSR294XUZ_2_treat_rep1	50	39	30925841	14	0	0.8	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63216	Homo_sapiens	DNase	ca	ENCSR294XUZ_3	ENCSR294XUZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216/63216_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216/63216_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216/63216_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216/63216_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216/attic/63216_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216/attic/63216_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63216/attic/json	NA	ENCSR294XUZ_3_treat_rep1	51	38	45667787	19	0	0.571	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63217	Homo_sapiens	DNase	ca	ENCSR294XUZ_4	ENCSR294XUZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217/63217_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217/63217_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217/63217_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217/63217_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217/attic/63217_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217/attic/63217_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63217/attic/json	NA	ENCSR294XUZ_4_treat_rep1	51	38	41939173	18	0	0.6	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63266	Homo_sapiens	DNase	ca	ENCSR314EZY_1	ENCSR314EZY	None	iPSC	None	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266	80M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266/63266_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266/63266_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266/63266_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266/63266_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266/attic/63266_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266/attic/63266_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63266/attic/json	NA	ENCSR314EZY_1_treat_rep1	36	33	31457280	17130170	0.5446	0.963	0.1665555	40511	12780	162	58	NA	NA	NA	40511	12780	162	0.202592712	0.08173969	0.321144949	0.394522649	0.9694
63267	Homo_sapiens	DNase	ca	ENCSR314EZY_2	ENCSR314EZY	None	iPSC	None	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267	212M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267/63267_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267/63267_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267/63267_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267/63267_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267/attic/63267_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267/attic/63267_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63267/attic/json	NA	ENCSR314EZY_2_treat_rep1	36	36	NA	NA	NA	0.718	0.1900485	86824	22560	434	60	NA	NA	NA	86824	22560	434	0.114616157	0.055645971	0.377690825	0.452047047	0.962
63349	Homo_sapiens	DNase	ca	ENCSR347CEH_1	ENCSR347CEH	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349/63349_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349/63349_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349/63349_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349/63349_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349/attic/63349_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349/attic/63349_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63349/attic/json	NA	ENCSR347CEH_1_treat_rep1	51	38	64993497	42	0	0.786	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63350	Homo_sapiens	DNase	ca	ENCSR347CEH_2	ENCSR347CEH	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350/63350_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350/63350_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350/63350_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350/63350_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350/attic/63350_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350/attic/63350_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63350/attic/json	NA	ENCSR347CEH_2_treat_rep1	51	38	46440119	46	0	0.696	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63351	Homo_sapiens	DNase	ca	ENCSR347CEH_3	ENCSR347CEH	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351/63351_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351/63351_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351/63351_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351/63351_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351/attic/63351_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351/attic/63351_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63351/attic/json	NA	ENCSR347CEH_3_treat_rep1	51	38	48056617	22	0	0.727	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63412	Homo_sapiens	DNase	ca	ENCSR373BIX_1	ENCSR373BIX	None	Dendritic_Cell	None	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412	74M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412/63412_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412/63412_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412/63412_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412/63412_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412/attic/63412_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412/attic/63412_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63412/attic/json	NA	ENCSR373BIX_1_treat_rep1	36	36	NA	NA	NA	0.945	0.04311875	11615	926	12	128	NA	NA	NA	11615	926	12	0.38723109	0.192314365	0.200988897	0.219465649	0.9636
63413	Homo_sapiens	DNase	ca	ENCSR373BIX_2	ENCSR373BIX	None	Dendritic_Cell	None	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413	328M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413/63413_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413/63413_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413/63413_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413/63413_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413/attic/63413_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413/attic/63413_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63413/attic/json	NA	ENCSR373BIX_2_treat_rep1	36	36	182438544	124245410	0.681	0.744	0.37152475	127611	51535	6254	60	NA	NA	NA	127611	51535	6254	0.105087992	0.060982119	0.42597215	0.407957739	0.9638
63429	Homo_sapiens	DNase	ca	ENCSR382JUJ_1	ENCSR382JUJ	None	None	superior_temporal_gyrus	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429	64M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429/63429_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429/63429_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429/63429_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429/63429_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429/attic/63429_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429/attic/63429_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63429/attic/json	NA	ENCSR382JUJ_1_treat_rep1	36	34	NA	NA	NA	0.98	0.01482825	4804	433	12	84	NA	NA	NA	4804	433	12	0.458507963	0.131601006	0.176445935	0.233445096	0.93734388
63434	Homo_sapiens	DNase	ca	ENCSR384KCZ_1	ENCSR384KCZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434/63434_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434/63434_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434/63434_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434/63434_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434/attic/63434_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434/attic/63434_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63434/attic/json	NA	ENCSR384KCZ_1_treat_rep1	50	39	28774469	12	0	0.429	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63435	Homo_sapiens	DNase	ca	ENCSR384KCZ_2	ENCSR384KCZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435/63435_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435/63435_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435/63435_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435/63435_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435/attic/63435_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435/attic/63435_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63435/attic/json	NA	ENCSR384KCZ_2_treat_rep1	50	39	31715583	11	0	0.571	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63436	Homo_sapiens	DNase	ca	ENCSR384KCZ_3	ENCSR384KCZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436/63436_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436/63436_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436/63436_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436/63436_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436/attic/63436_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436/attic/63436_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63436/attic/json	NA	ENCSR384KCZ_3_treat_rep1	51	38	48118448	25	0	0.706	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63437	Homo_sapiens	DNase	ca	ENCSR384KCZ_4	ENCSR384KCZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437/63437_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437/63437_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437/63437_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437/63437_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437/attic/63437_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437/attic/63437_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63437/attic/json	NA	ENCSR384KCZ_4_treat_rep1	51	38	49955280	23	0	0.667	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63438	Homo_sapiens	DNase	ca	ENCSR384KCZ_5	ENCSR384KCZ	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438/63438_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438/63438_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438/63438_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438/63438_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438/attic/63438_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438/attic/63438_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63438/attic/json	NA	ENCSR384KCZ_5_treat_rep1	51	38	35042184	29	0	0.75	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63496	Homo_sapiens	DNase	ca	ENCSR406EMB_1	ENCSR406EMB	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496/63496_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496/63496_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496/63496_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496/63496_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496/attic/63496_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496/attic/63496_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63496/attic/json	NA	ENCSR406EMB_1_treat_rep1	50	39	31789596	31	0	0.75	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63497	Homo_sapiens	DNase	ca	ENCSR406EMB_2	ENCSR406EMB	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497/63497_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497/63497_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497/63497_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497/63497_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497/attic/63497_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497/attic/63497_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63497/attic/json	NA	ENCSR406EMB_2_treat_rep1	51	38	47410159	21	0	0.833	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63498	Homo_sapiens	DNase	ca	ENCSR406EMB_3	ENCSR406EMB	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498/63498_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498/63498_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498/63498_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498/63498_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498/attic/63498_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498/attic/63498_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63498/attic/json	NA	ENCSR406EMB_3_treat_rep1	50	39	30017024	34	0	0.647	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63499	Homo_sapiens	DNase	ca	ENCSR406EMB_4	ENCSR406EMB	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499/63499_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499/63499_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499/63499_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499/63499_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499/attic/63499_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499/attic/63499_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63499/attic/json	NA	ENCSR406EMB_4_treat_rep1	51	38	43837884	23	0	0.75	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63500	Homo_sapiens	DNase	ca	ENCSR406EMB_5	ENCSR406EMB	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500/63500_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500/63500_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500/63500_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500/63500_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500/attic/63500_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500/attic/63500_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63500/attic/json	NA	ENCSR406EMB_5_treat_rep1	51	38	34835207	28	0	0.786	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
63547	Homo_sapiens	DNase	ca	ENCSR423UEH_1	ENCSR423UEH	K562	Erythroblast	Bone_Marrow	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547	127M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547/63547_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547/63547_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547/63547_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547/63547_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547/attic/63547_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547/attic/63547_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63547/attic/json	NA	ENCSR423UEH_1_treat_rep1	36	37	NA	NA	NA	0.943	0.22641275	61228	20240	364	63	NA	NA	NA	61228	20240	364	0.157379358	0.069265912	0.377753033	0.395601696	0.9558
